,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
5113,Data Engineer,Data Engineering,270703,Senior,Full-time,In-person,M
5114,Data Engineer,Data Engineering,221484,Senior,Full-time,In-person,M
5115,Data Scientist,Data Science and Research,212750,Senior,Full-time,Remote,M
5116,Data Scientist,Data Science and Research,185000,Senior,Full-time,Remote,M
5117,Data Scientist,Data Science and Research,262000,Senior,Full-time,Remote,M
5118,Data Scientist,Data Science and Research,245000,Senior,Full-time,Remote,M
5119,Data Scientist,Data Science and Research,275300,Senior,Full-time,Remote,M
5120,Data Scientist,Data Science and Research,183500,Senior,Full-time,Remote,M
5121,Data Scientist,Data Science and Research,218500,Senior,Full-time,Remote,M
5122,Data Scientist,Data Science and Research,199098,Senior,Full-time,Remote,M
5123,Data Engineer,Data Engineering,203300,Senior,Full-time,Remote,M
5124,Data Engineer,Data Engineering,123600,Senior,Full-time,Remote,M
5125,Research Engineer,Data Science and Research,189110,Senior,Full-time,In-person,M
5126,Research Engineer,Data Science and Research,139000,Senior,Full-time,In-person,M
5127,Data Scientist,Data Science and Research,258750,Executive,Full-time,In-person,M
5128,Data Scientist,Data Science and Research,185000,Executive,Full-time,In-person,M
5129,Data Engineer,Data Engineering,231500,Senior,Full-time,Remote,M
5130,Data Engineer,Data Engineering,166000,Senior,Full-time,Remote,M
5131,Data Scientist,Data Science and Research,172500,Senior,Full-time,Remote,M
5132,Data Scientist,Data Science and Research,110500,Senior,Full-time,Remote,M
5133,Data Engineer,Data Engineering,238000,Senior,Full-time,In-person,M
5134,Data Engineer,Data Engineering,176000,Senior,Full-time,In-person,M
5135,Data Engineer,Data Engineering,237000,Senior,Full-time,Remote,M
5136,Data Engineer,Data Engineering,201450,Senior,Full-time,Remote,M
5137,Applied Scientist,Data Science and Research,309400,Senior,Full-time,In-person,L
5138,Applied Scientist,Data Science and Research,159100,Senior,Full-time,In-person,L
5139,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
5140,Data Engineer,Data Engineering,81500,Senior,Full-time,In-person,M
5141,Data Scientist,Data Science and Research,237000,Senior,Full-time,Remote,M
5142,Data Scientist,Data Science and Research,201450,Senior,Full-time,Remote,M
5143,Computer Vision Engineer,Machine Learning and AI,280000,Senior,Full-time,In-person,M
5144,Computer Vision Engineer,Machine Learning and AI,210000,Senior,Full-time,In-person,M
5145,Data Architect,Data Architecture and Modeling,280100,Senior,Full-time,Remote,M
5146,Data Architect,Data Architecture and Modeling,168100,Senior,Full-time,Remote,M
5147,Data Engineer,Data Engineering,193500,Senior,Full-time,Remote,M
5148,Data Engineer,Data Engineering,139000,Senior,Full-time,Remote,M
5149,Business Intelligence Engineer,BI and Visualization,185900,Senior,Full-time,In-person,M
5150,Business Intelligence Engineer,BI and Visualization,129300,Senior,Full-time,In-person,M
5151,Data Engineer,Data Engineering,225000,Senior,Full-time,Remote,M
5152,Data Engineer,Data Engineering,175000,Senior,Full-time,Remote,M
5153,Data Engineer,Data Engineering,185000,Senior,Full-time,In-person,M
5154,Data Engineer,Data Engineering,140000,Senior,Full-time,In-person,M
5155,Data Scientist,Data Science and Research,105000,Senior,Full-time,In-person,M
5156,Data Scientist,Data Science and Research,70000,Senior,Full-time,In-person,M
5157,Machine Learning Engineer,Machine Learning and AI,163196,Entry-level,Full-time,In-person,M
5158,Machine Learning Engineer,Machine Learning and AI,145885,Entry-level,Full-time,In-person,M
5159,Data Engineer,Data Engineering,217000,Senior,Full-time,Remote,M
5160,Data Engineer,Data Engineering,185000,Senior,Full-time,Remote,M
5161,Data Analyst,Data Analysis,202800,Senior,Full-time,In-person,L
5162,Data Analyst,Data Analysis,104300,Senior,Full-time,In-person,L
5163,Data Analyst,Data Analysis,145000,Senior,Full-time,In-person,M
5164,Data Analyst,Data Analysis,65000,Senior,Full-time,In-person,M
5165,Data Engineer,Data Engineering,165000,Senior,Full-time,In-person,M
5166,Data Engineer,Data Engineering,132300,Senior,Full-time,In-person,M
5167,Data Engineer,Data Engineering,179170,Senior,Full-time,In-person,M
5168,Data Engineer,Data Engineering,94300,Senior,Full-time,In-person,M
5169,Analytics Engineer,Leadership and Management,152500,Senior,Full-time,In-person,M
5170,Analytics Engineer,Leadership and Management,116450,Senior,Full-time,In-person,M
5171,Data Engineer,Data Engineering,247300,Senior,Full-time,In-person,M
5172,Data Engineer,Data Engineering,133800,Senior,Full-time,In-person,M
5173,Research Engineer,Data Science and Research,203000,Senior,Full-time,In-person,M
5174,Research Engineer,Data Science and Research,133000,Senior,Full-time,In-person,M
5175,Research Scientist,Data Science and Research,220000,Entry-level,Full-time,Hybrid,L
5176,Data Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
5177,Data Scientist,Data Science and Research,120000,Senior,Full-time,In-person,M
5178,Analytics Engineer,Leadership and Management,289800,Senior,Full-time,In-person,M
5179,Analytics Engineer,Leadership and Management,214000,Senior,Full-time,In-person,M
5180,Analytics Engineer,Leadership and Management,179820,Senior,Full-time,In-person,M
5181,Analytics Engineer,Leadership and Management,143860,Senior,Full-time,In-person,M
5182,Machine Learning Engineer,Machine Learning and AI,283200,Senior,Full-time,Remote,M
5183,Machine Learning Engineer,Machine Learning and AI,188800,Senior,Full-time,Remote,M
5184,Analytics Engineer,Leadership and Management,289800,Senior,Full-time,In-person,M
5185,Analytics Engineer,Leadership and Management,214200,Senior,Full-time,In-person,M
5186,Data Engineer,Data Engineering,185900,Senior,Full-time,In-person,M
5187,Data Engineer,Data Engineering,129300,Senior,Full-time,In-person,M
5188,Data Engineer,Data Engineering,252000,Senior,Full-time,In-person,M
5189,Data Engineer,Data Engineering,129000,Senior,Full-time,In-person,M
5190,Data Analytics Manager,Leadership and Management,155000,Mid-level,Full-time,In-person,M
5191,Data Analytics Manager,Leadership and Management,140000,Mid-level,Full-time,In-person,M
5192,Data Engineer,Data Engineering,161800,Senior,Full-time,Remote,M
5193,Data Engineer,Data Engineering,141600,Senior,Full-time,Remote,M
5194,Machine Learning Engineer,Machine Learning and AI,342300,Senior,Full-time,In-person,L
5195,Machine Learning Engineer,Machine Learning and AI,176100,Senior,Full-time,In-person,L
5196,Data Engineer,Data Engineering,100000,Mid-level,Full-time,Remote,M
5197,Data Engineer,Data Engineering,70000,Mid-level,Full-time,Remote,M
5198,Data Engineer,Data Engineering,85000,Entry-level,Full-time,In-person,M
5199,Data Engineer,Data Engineering,65000,Entry-level,Full-time,In-person,M
5200,Data Scientist,Data Science and Research,138784,Senior,Full-time,Remote,M
5201,Data Scientist,Data Science and Research,83270,Senior,Full-time,Remote,M
5202,Data Analyst,Data Analysis,75000,Entry-level,Full-time,In-person,M
5203,Data Analyst,Data Analysis,70000,Entry-level,Full-time,In-person,M
5204,Data Analyst,Data Analysis,204500,Senior,Full-time,In-person,M
5205,Data Analyst,Data Analysis,138900,Senior,Full-time,In-person,M
5206,Machine Learning Engineer,Machine Learning and AI,318300,Senior,Full-time,Remote,M
5207,Machine Learning Engineer,Machine Learning and AI,212200,Senior,Full-time,Remote,M
5208,Data Engineer,Data Engineering,95000,Senior,Full-time,Remote,M
5209,Data Engineer,Data Engineering,75000,Senior,Full-time,Remote,M
5210,Data Scientist,Data Science and Research,195000,Senior,Full-time,In-person,M
5211,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
5212,Analytics Engineer,Leadership and Management,230000,Senior,Full-time,In-person,M
5213,Analytics Engineer,Leadership and Management,143200,Senior,Full-time,In-person,M
5214,Data Engineer,Data Engineering,100000,Mid-level,Full-time,Remote,M
5215,Data Engineer,Data Engineering,70000,Mid-level,Full-time,Remote,M
5216,Business Data Analyst,Data Analysis,105000,Mid-level,Full-time,Hybrid,L
5217,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
5218,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
5219,Data Analyst,Data Analysis,168400,Senior,Full-time,In-person,M
5220,Data Analyst,Data Analysis,105200,Senior,Full-time,In-person,M
5221,Applied Scientist,Data Science and Research,309400,Senior,Full-time,In-person,L
5222,Applied Scientist,Data Science and Research,159100,Senior,Full-time,In-person,L
5223,Machine Learning Engineer,Machine Learning and AI,190000,Senior,Full-time,In-person,M
5224,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,In-person,M
5225,Data Engineer,Data Engineering,162500,Mid-level,Full-time,In-person,M
5226,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
5227,Analytics Engineer,Leadership and Management,150000,Senior,Full-time,Remote,M
5228,Analytics Engineer,Leadership and Management,120000,Senior,Full-time,Remote,M
5229,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
5230,Data Engineer,Data Engineering,120000,Senior,Full-time,In-person,M
5231,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
5232,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
5233,Data Engineer,Data Engineering,241000,Senior,Full-time,In-person,M
5234,Data Engineer,Data Engineering,155000,Senior,Full-time,In-person,M
5235,Data Engineer,Data Engineering,220000,Senior,Full-time,Remote,M
5236,Data Engineer,Data Engineering,190000,Senior,Full-time,Remote,M
5237,Data Analyst,Data Analysis,85000,Entry-level,Full-time,Remote,M
5238,Data Analyst,Data Analysis,75000,Entry-level,Full-time,Remote,M
5239,Data Engineer,Data Engineering,160000,Senior,Full-time,In-person,M
5240,Data Engineer,Data Engineering,140000,Senior,Full-time,In-person,M
5241,Machine Learning Engineer,Machine Learning and AI,300000,Mid-level,Full-time,In-person,M
5242,Machine Learning Engineer,Machine Learning and AI,250000,Mid-level,Full-time,In-person,M
5243,Data Scientist,Data Science and Research,228000,Senior,Full-time,In-person,M
5244,Data Scientist,Data Science and Research,186000,Senior,Full-time,In-person,M
5245,Data Scientist,Data Science and Research,190000,Senior,Full-time,In-person,M
5246,Data Scientist,Data Science and Research,170000,Senior,Full-time,In-person,M
5247,Research Engineer,Data Science and Research,230000,Mid-level,Full-time,In-person,M
5248,Research Engineer,Data Science and Research,200000,Mid-level,Full-time,In-person,M
5249,Data Architect,Data Architecture and Modeling,180000,Senior,Full-time,Remote,M
5250,Data Architect,Data Architecture and Modeling,115000,Senior,Full-time,Remote,M
5251,Data Architect,Data Architecture and Modeling,200000,Senior,Full-time,Remote,M
5252,Data Architect,Data Architecture and Modeling,115000,Senior,Full-time,Remote,M
5253,Data Engineer,Data Engineering,220000,Executive,Full-time,In-person,M
5254,Data Engineer,Data Engineering,205000,Executive,Full-time,In-person,M
5255,Data Engineer,Data Engineering,180000,Mid-level,Full-time,In-person,M
5256,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
5257,Data Engineer,Data Engineering,200000,Senior,Full-time,Remote,M
5258,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
5259,Computer Vision Engineer,Machine Learning and AI,215000,Senior,Full-time,In-person,M
5260,Computer Vision Engineer,Machine Learning and AI,170000,Senior,Full-time,In-person,M
5261,Machine Learning Engineer,Machine Learning and AI,247500,Senior,Full-time,In-person,M
5262,Machine Learning Engineer,Machine Learning and AI,172200,Senior,Full-time,In-person,M
5263,Data Analyst,Data Analysis,120000,Senior,Full-time,Remote,M
5264,Data Analyst,Data Analysis,75000,Senior,Full-time,Remote,M
5265,Data Analyst,Data Analysis,140000,Senior,Full-time,In-person,M
5266,Data Analyst,Data Analysis,120000,Senior,Full-time,In-person,M
5267,Data Engineer,Data Engineering,128000,Senior,Full-time,In-person,M
5268,Data Engineer,Data Engineering,81500,Senior,Full-time,In-person,M
5269,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
5270,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
5271,Data Engineer,Data Engineering,185000,Senior,Full-time,In-person,M
5272,Data Engineer,Data Engineering,140000,Senior,Full-time,In-person,M
5273,Head of Data,Leadership and Management,329500,Executive,Full-time,In-person,M
5274,Head of Data,Leadership and Management,269600,Executive,Full-time,In-person,M
5275,Data Quality Analyst,Data Quality and Operations,100000,Senior,Full-time,In-person,M
5276,Data Quality Analyst,Data Quality and Operations,80000,Senior,Full-time,In-person,M
5277,Data Scientist,Data Science and Research,250000,Senior,Full-time,In-person,M
5278,Data Scientist,Data Science and Research,162500,Senior,Full-time,In-person,M
5279,AI Developer,Machine Learning and AI,200000,Mid-level,Full-time,Remote,M
5280,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
5281,Data Engineer,Data Engineering,100000,Senior,Full-time,In-person,M
5282,Data Engineer,Data Engineering,145000,Executive,Full-time,In-person,M
5283,Data Engineer,Data Engineering,115000,Executive,Full-time,In-person,M
5284,Data Scientist,Data Science and Research,203500,Senior,Full-time,In-person,M
5285,Data Scientist,Data Science and Research,152000,Senior,Full-time,In-person,M
5286,Data Scientist,Data Science and Research,239000,Senior,Full-time,In-person,L
5287,Data Scientist,Data Science and Research,122900,Senior,Full-time,In-person,L
5288,Data Scientist,Data Science and Research,237000,Senior,Full-time,In-person,M
5289,Data Scientist,Data Science and Research,145000,Senior,Full-time,In-person,M
5290,Data Science Manager,Data Science and Research,191765,Senior,Full-time,In-person,M
5291,Data Science Manager,Data Science and Research,134236,Senior,Full-time,In-person,M
5292,Analytics Engineer,Leadership and Management,190000,Senior,Full-time,Remote,M
5293,Analytics Engineer,Leadership and Management,112000,Senior,Full-time,Remote,M
5294,Data Engineer,Data Engineering,85000,Entry-level,Full-time,In-person,M
5295,Data Engineer,Data Engineering,65000,Entry-level,Full-time,In-person,M
5296,Data Analyst,Data Analysis,135000,Senior,Full-time,In-person,M
5297,Data Analyst,Data Analysis,105500,Senior,Full-time,In-person,M
5298,Research Engineer,Data Science and Research,293000,Senior,Full-time,In-person,M
5299,Research Engineer,Data Science and Research,185000,Senior,Full-time,In-person,M
5300,Data Analyst,Data Analysis,80000,Senior,Full-time,In-person,M
5301,Data Analyst,Data Analysis,70000,Senior,Full-time,In-person,M
5302,Data Engineer,Data Engineering,220000,Senior,Full-time,Remote,M
5303,Data Engineer,Data Engineering,160000,Senior,Full-time,Remote,M
5304,Data Scientist,Data Science and Research,175000,Senior,Full-time,Remote,M
5305,Data Scientist,Data Science and Research,145000,Senior,Full-time,Remote,M
5306,Data Analyst,Data Analysis,200000,Senior,Full-time,In-person,M
5307,Data Analyst,Data Analysis,148500,Senior,Full-time,In-person,M
